post_url,post_text,post_label,number_of_likes,number_of_shares,number_of_comments,post_date,comment_text,comment_date,comment_reactions_count,comment_mode_types,post_target_region,post_language,comment_language,coal_topic/event_tag,season,comment_sentiment_label,sentiment_confidence,news_page_name
https://www.facebook.com/bashat.kg/posts/651849201554318?rdid=KxqZw7N7C5mEKq3C#b,"128, мин долларга 4 лицензия сатылды | Башат.kg Геология жана минералдык ресурстар мамлекеттик агенттиги ачык аукцион откеруп, Баткен областындагы кемур кендерине жалпы суммасы 128 мин долларга 4 лицензияны сатты. Бул туурасында ",neutral,0,0,0,2011-12-06,,2011-12-06,,,Batken,Kyrgyz,,government visit,spring,,,Башат.kg
https://www.facebook.com/azattyk.org/posts/984962464947752?rdid=DyL0RFWXdVY2rxkq#d,"Нарын. элинин үчтөн бирин көмүр менен жабдуу мүмкүнчүлүгү бар Турук көмүр кенин иштеткен эки ишкананын бири гана иштеп, экинчиси лицензиясынын мыйзамдуулугуна байланыштуу соттошуп жатат. Турук кениндеги казуу иштерин жана мүмкүнчүлүктөрү менен өксүктөрүн жакында Жогорку Кеңештин депутаттары жергиликтүү бийлик менен чогуу барып көрүштү.",negative,7,3,0,2023-10-18,,2023-10-18,,,Naryn,Kyrgyz,,"low price, elections",fall,,,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/watch/?v=1072546913205909&rdid=caV78GyFBdkbdhqRb,"Көмүр. ташыган айдоочулар иш таштады Бишкек жылуулук электр борборуна көмүр ташыган айдоочулар бүгүн иш таштады. Айдоочулар өкмөттүн жүктүн салмагына чектөө киргизген 2011-жылкы токтомун жокко чыгарууну талап кылып жатышат. Алардын айтымында, токтом оор жүк ташуучу автоунаалардын ишин чектейт. Ашык жүк үчүн ар бир жолу текшерүү пункттарына 200 сомдон 3 миң сомго чейин төлөөгө туура келет.",positive,3800,1000,538,2023-11-18,Бул. жерде баары калп водитель да таразадагылар да водитель озудору кылат ал нерсени коп жуктоп алып анан оздору пара берип кондуруп алышкан ровна нормадан ашырбай жуктосо тараза албайт,2023-11-18,10.0,text,Bishkek,Kyrgyz,Kyrgyz,"scarcity, power shortage",fall,negative,high,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/minenergo.kg/posts/pfbid0n5pobpWxZuLB3KrcHvAernJbpszBANJcA2PNLATY9qb6vb67MmPXTMcqa2w3uM36l?rdid=lCppUwJOjZ6nCyM7#a,"Республика! боюнча 477 көмүр отун базалары ачылды. Дареги жана баалары 🔹Кыргыз Республикасынын Энергетика министрлиги 2024/2025-жылдагы күз-кыш мезгилине карата калкты көмүр менен камсыз кылуу максатында тынымсыз иш алып барууда. Учурда калктын көмүр сатып алуусуна ынгайлуу шарт түзүү максатында Республика боюнча көмүр отун базалары ачылды. Кыргыз Республикасынын Президентинин аймактардагы ыйгарым укуктуу өкүлдөрүнүн оперативдүү маалыматтары боюнча калк үчүн көмүр сатуу пунктарынын саны 477 түзөт. ♦️Толук маалымат ссылкада: https://minenergo.gov.kg/news/637 🔹По республике открыто 477 угольных топливных баз. Адреса и цены ♦️Министерство энергетики Кыргызской Республики непрерывно ведет работу над обеспечением населения углем на осенне-зимний период 2024/2025 года. В настоящее время в целях создания благоприятных условий для приобретения угля населением по республике открыты угольные топливные базы. По оперативным данным полномочных представителей Президента Кыргызской Республики в регионах, количество пунктов реализации угля для населения составляет 477.",negative,55,29,12,2022-01-12,thumb! up,2022-01-12,2.0,text,countrywide,"Kyrgyz, russian",Kyrgyz,elections,fall,positive,high,Энергетика министрлиги
https://www.facebook.com/watch/?v=694974469413724&rdid=ylpIBDOxjigwiSEyb,"Кыргызстандагы, эң ири көмүр кендеринин бири Кара-Кечеде ушу тапта иш кайнап жаткан учур. Аталган кен өлкөдө керектелген көмүрдүн жарымынан көбүн камсыздайт. Кара-Кечеде кенчилер, айдоочулар, жумушчулар болуп жалпы жонунан эки миңдей киши тиричилик кылат. ""Азаттыктын"" ""Данисте"" берүүсү бул жолу Кара-Кечедеги жашоону көрсөтөт.",negative,527,38,33,2012-02-07,thumb  up,2012-02-07,3.0,emoji,Naryn,Kyrgyz,Kyrgyz,scarcity,winter,positive,high,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/KloopKyrgyz/posts/pfbid0tvUPuGEhXaNwVSgMW6zeottWCtFWAnCzG3mWnQuEYRA4CeGQ7CZsb9jqk2EakmxZl?rdid=1G5DVakODJwb8H98#d,Кара-Кечедеги. атышуу боюнча кылмыш иши козголду Милиция Нарын облусунун Жумгал районундагы Кара-Кече көмүр кенинде болгон атышууга шектүү төрт адамды кармады. Андагы жараат алгандардын экөөсү ооруканага жаткырылган.,positive,1,0,0,2021-09-28,,2021-09-28,,,Naryn,Kyrgyz,,scarcity,fall,,,Kloop Кыргызча
https://www.facebook.com/permalink.php?story_fbid=pfbid0m7MxPLQB5hg3W7SsaSxeDDaPnPZ8xaD8f9T2Pb9V7GmiRuftUKrBHYjjZ5tGdw81l&id=100042043188430&rdid=ShJZoy5zefCJ0Rox#d,"НАРЫНДА. АЗ КАМСЫЗ ҮЙ-БҮЛӨЛӨРГӨ АКЫСЫЗ КӨМҮР ТАРАТЫЛДЫ Бүгүн, 8-ноябрда Нарын облусунун Ат-Башы, Нарын райондорундагы жана Нарын шаарындагы аз камсыз, колдоого муктаж үй-бүлөлөргө ""Ассалам"" кайрымдуулук фондунун директору Нурмухаммед Миңбаев тарабынан 370 тонна көмүр түшүрүлүп, таратылып берилди. Көмүр алып жаткан эл менен жолуккан облус жетекчиси Сабыркул Ашимбаев эки-үч күн мурда Нурмухаммед Миңбаевге барып жолугуп, элибизге жылдагыдай колдоо көрсөтүп берүүсүн өтүнгөнүн, бүгүн ошол өтүнүчтү колдоп Нарын районуна 130, Нарын шаарына 70, Ат-Башы районуна 170 тонна көмүр отунун тарттырып келип элге таратып берип жатканын айтты. Эл-журттун атынан Нурмухаммед Миңбаевге терең ыраазычылык билдирип, ийгилик каалады. Ыйгарым укуктуу өкүл мындан сырткары аз камсыз үй-бүлөлөргө дагы 600 тонна көмүр алып келүү жагы башка тараптар менен сүйлөшүлгөнүн, буюрса жакынкы күндөрдө тартыла баштаарын маалымдады. Ал эми элге кам көрүп, Кудайдын ыраазычылыгы үчүн кайрымдуулук жасап жаткан Нурмухаммед Миңбаев көмүр отуну бардык райондорго жеткирилээрин, ынтымак болсо, кудай насип кылса бардык нерсе орундалаарын билдирди. Кайрымдуулук иш чарасынын натыйжасында Нарын шаарынан 200, Нарын районунан 371, Ат-Башы районунан 333 үй-бүлө 7 каптан көмүр алды. КР Өкмөтүнүн Нарын облусундагы ыйгарым укуктуу өкүлүнүн басма сөз кызматы.",negative,111,23,58,2020-01-05,"Алла! ыраазы болсун, чон Рахмат!",2020-01-05,2.0,text,Naryn,Kyrgyz,Kyrgyz,natural disaster,fall,positive,high,Президенттин Нарындагы Өкүлчүлүгү
https://www.facebook.com/UTRKOSH/photos/a.120078944782936/172010959589734/?type=3&rdid=AmsXB4aOaFywTt96&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F167F9QxYtW%2F#e,Кечээ  күнү Жалал-Абад облусуна караштуу Сузак районунун Барпы айыл аймагындагы Маркай айылында жайгашкан менчик шахтада мыйзамсыз көмүр казып жаткан 5 адамды көмүр басып калган.,negative,0,0,0,2013-01-28,,2013-01-28,,,Jalalabat,Kyrgyz,,charity,winter,,,УТРК ОШ
https://www.facebook.com/permalink.php?story_fbid=pfbid0m7MxPLQB5hg3W7SsaSxeDDaPnPZ8xaD8f9T2Pb9V7GmiRuftUKrBHYjjZ5tGdw81l&id=100042043188430&rdid=ShJZoy5zefCJ0Rox#b,"НАРЫНДА  АЗ КАМСЫЗ ҮЙ-БҮЛӨЛӨРГӨ АКЫСЫЗ КӨМҮР ТАРАТЫЛДЫ Бүгүн, 8-ноябрда Нарын облусунун Ат-Башы, Нарын райондорундагы жана Нарын шаарындагы аз камсыз, колдоого муктаж үй-бүлөлөргө ""Ассалам"" кайрымдуулук фондунун директору Нурмухаммед Миңбаев тарабынан 370 тонна көмүр түшүрүлүп, таратылып берилди. Көмүр алып жаткан эл менен жолуккан облус жетекчиси Сабыркул Ашимбаев эки-үч күн мурда Нурмухаммед Миңбаевге барып жолугуп, элибизге жылдагыдай колдоо көрсөтүп берүүсүн өтүнгөнүн, бүгүн ошол өтүнүчтү колдоп Нарын районуна 130, Нарын шаарына 70, Ат-Башы районуна 170 тонна көмүр отунун тарттырып келип элге таратып берип жатканын айтты. Эл-журттун атынан Нурмухаммед Миңбаевге терең ыраазычылык билдирип, ийгилик каалады. Ыйгарым укуктуу өкүл мындан сырткары аз камсыз үй-бүлөлөргө дагы 600 тонна көмүр алып келүү жагы башка тараптар менен сүйлөшүлгөнүн, буюрса жакынкы күндөрдө тартыла баштаарын маалымдады. Ал эми элге кам көрүп, Кудайдын ыраазычылыгы үчүн кайрымдуулук жасап жаткан Нурмухаммед Миңбаев көмүр отуну бардык райондорго жеткирилээрин, ынтымак болсо, кудай насип кылса бардык нерсе орундалаарын билдирди. Кайрымдуулук иш чарасынын натыйжасында Нарын шаарынан 200, Нарын районунан 371, Ат-Башы районунан 333 үй-бүлө 7 каптан көмүр алды. КР Өкмөтүнүн Нарын облусундагы ыйгарым укуктуу өкүлүнүн басма сөз кызматы.",negative,111,23,58,2015-04-23,Кылычын! алып кыш келе жатканда жетекчилик жана демоорчулордун эл учун эн сонун иш-чара болду. Элдин баары ыраазы,2015-04-23,2.0,text,Naryn,Kyrgyz,Kyrgyz,scarcity,fall,positive,high,Президенттин Нарындагы Өкүлчүлүгү
https://www.facebook.com/permalink.php?story_fbid=pfbid0FGbYnLbyiuGBEQwU2DsxRH9MWyvd2qchayg6GZHE7itymeDBjDzF7WXoe3u5HEhVl&id=187677341313525&rdid=Kr4UqQs4opI7J6Ss#c,"Кара! алтындын чыры. Же ууланган казак көмүрүн алып келгендер жазасын алабы? Бишкек, “http://xn--80aa3cbg9e.kg/” – Гүлзада Турдалиева. Республиканын экономикасын өнүктүрүү үчүн бирдиктүү жана ачык-айкын стратегиялык программанын жоктугунан өлкө үчүн абадай зарыл болгон өндүрүш жаатында иш-аракеттер алымсындырарлык эмес. Бул көмүр өндүрүү тармагына да тийешелүү. Төмөндө республикадагы көмүр тегерегиндеги маселелер туурасында азыноолак кеп кылмакчыбыз. Кыргызстанда жер алдындагы көмүр кенинин запасы жетиштүү. Көмүр кендери геологдор тарабынан союз мезгилинде жеткиликтүү чалгынданган. Геологдор ассоцияциясынын жетекчиси Орозбек Дүйшеевдин баамында, өлкөдө жер алдындагы кара алтын 2 миллиард 300 миллион тонна, окумуштуулардын пикиринде 3-4 миллиард тоннага жакын. Сапаты жагынан көмүр стандарттарга жооп берет, аны казып алуу менен бирге нефть менен газды да алууга болот. Финансылык каражаттардын жетишсиздиген улам көмүр кендерин толугу менен иштетүүгө мүмкүнчүлүк жок. Ошентип, учурдагы өлкөдөгү өнөр жай тармагынын акыбалы көмүр кендерин толук кандуу иштетүүгө мүмкүнчүлүк бербей келет. 80-жылдарга салыштырып караганда бүгүнкү күндө он эсеге: болжол менен жылына төрт миллион тоннадан 400 миңге чейин кыскарган. Орто Азиянын от жагары эмес белек? Кыргызстанды бир кезде “Орто Азиядагы от жагаар (кочегарка)” деп аташкан. Карап көрсөк, геологиялык картада “көмүр” деп белгиленген бир топ жайларыбыз бар. Ошого карабастан таш көмүрдү учурда Казакстандан ташып келебиз. Суук түшкөндө казак боордоштор эмес, атүгүл Америкадан деле алып келүүгө даяр эмеспизби. Ошентсе да, бир учурларда “кара алтынды” импорттоону токтотуу маселеси көтөрүлүп чыккан. Маселе козголгону менен көнүмүшүнчө жылыш жок кала берген. Өткөн айда баарыга белгилүү Казакстандан биздин өлкөгө ууланган көмүрдү ташып келүүдөн улам чыр чыкты. Адистердин текшерүүсүндө ташылып келинген 30 чамалуу вагон кулан көмүрүнүн радиоактивдүүлүгү чектелген нормадан 9 эсеге жогору экендиги аныкталды. Дээрлик бир айдан ашуун ЖКнын депутаттарынан тартып жылуулукка муктаж карапайым адамдарга чейин бул тууралуу сөз болду. Акыр соңунда мыкчыгерлер баш калаадагы борбордук жылуулук берүү ишканасынын кампаларындагы, Кара-Балта шаарындагы вагон токтоочу жайда эксперттердин өкүмүн күтүп калган бир нече вагондордогу кара отунду мекенине кайтарды. Анткени менен калктын саламаттыгына олуттуу залакасын тийгизүүчү жана сапаты төмөн көмүрдү ташып келүүгө күнөөлүүлөр жана жоопкерлер эмдигиче ачыкка чыкпаган боюнча. “Балык башынан сасыйт” деген кеп бекеринен эмес. Сүрүштүрө келгенде, кептин баары көмүр ташып келүү боюнча тендерге келип такалат экен. Тээ жайда эле премьер Атамбаев экономика тармагын жана калкты 2011-2012-жылдардын күзгү-кышкы маалына даярдоо жөнүндө токтомго кол койгон. Документте 1-июлга чейин “Электр станциялары” ишканасын “бюджеттик мекемелер үчүн отун ташып келүүчүлөрдү аныктоо боюнча тендер өткөрүүнү” милдеттендирет. Анын аткарылышын Энергетика министрлиги көзөмөлгө алууга тийиш эле. Бирок, тендердин өтүшү, жеңүүчүлөрү жөнүндө “Электр станцияларында” дагы, “Энергетика министрлигинде” дагы ачык жарыяланбай, баардыгы жайында таризинде аткаминерлер бүдөмүк кептерди айтып тим болушат. Ошентип, сентябрдын экинчи жарымында маалымат агенттиктеринин бирине берген маегинде Энергетика министри А.Шадиев “Кулан кендеринен жана Шабыркүлдөн борбордук ТЭЦке көмүр ташуу боюнча келишимдер түзүлгөндүгү тууралуу” жарыя кылат. Ал эми сентябрдын соңунда өкмөттүн отурумунда Өмүрбек Бабанов каржы полициясына Бишкек ТЭЦине туура эмес сатып алууларды жүргүзгөндүгүнө байланыштуу текшерүү жүргүзүүнү тапшырат. Энергетика тармагынын эксперт Расул Умбеталиев мындай пикирин билдирген: “Радиоактивдүү көмүрдүн Бишкектеги ТЭЦ ишканасына ташылып келинишине вице-премьер Өмүрбек Бабанов айыптуу. Кулан көмүр кени узак жылдар бою уран казылып алынган Казакстандын Ак-Суек, Мирный шаарчаларында жакын жайгашкан. Текшерүүнүн негизинде тендерден жеңип чыккандыгы белгилүү болгон North Power Trade чектелген коомунун ордуна өкмөттүн токтому менен ТОО «Кулан ТБ» кирешелүү тендердин салтанаттуу жеңүүчүсү деп табылып, көмүр ташып келүүгө мүмкүнчүлүк алган. Ортодо мамлекеттик сатып алуулар боюнча тендердик комиссиянын чечимдери жокко чыгарылып, бир катар мыйзамдар бузулган. Көз карандысыз эксперттердин, парламенттин депутаттарынын жана коомчулуктун арты менен гана радиоактивдүү көмүр ташылып келинип жаткандыгы тууралуу факты белгилүү болгон”. Кыңыр иштин бети ачылгандыктан, атка минерлер жогорудагы ишкана ташыган көмүрдүн зыяндуулугун акыры моюндарына алууга аргасыз болушат. Мамлекеттик бажы кызматынын башчысы Кубанычбек Кулматов Казакстандан ташылып келинген көмүр радиоактивдүү экендигин башта эле билишкендигин кабарлаган. Бажы кызматкерлери билишсе да, билмексен болушкан, ыйгарым укуктары жок болгондуктан, унчугушкан эмес. Анын үстүнө көмүрдү ташып ташып келүүчү тараптын колунда профилдик инспекциянын “стандарттарга туура келет” деген корутундусу болгон. Ал эми Жогорку Кеңештин депутаты Райкан Төлөгөновдун айтымында, Казакстандан ууланган көмүр Бишкектин ТЭЦтерине быйыл эле ташылып келинген жок. Үстүбүздөгү жылы тендерди “Кулан ТБ” жеңип алган болсо, мурда ушул эле көмүрдү “Кулан-Көмүр” компаниясы ташып келчү. Бирок, буга эч ким маани берген эмес. Демек, мындай көмүр менен жылынып, зыянга учурагандар арабызда бар экендиги турулуу иш. Иликтөөлөрдүн жүрүшүндө жалпы кыргызстандыктардын саламаттыгына зыян келтирүүчү көмүрдү ташып келүүгө катышы бар адамдардын арасында белгилүү эле депутаттардын кулагы чыгып калды. Депутат Райхан Төлөгөнов алардын ким экендигин билээрин, бирок, азырынча айтпай тургандыгын жарыялады. Ал эми көмүрдү жагууда бардык зыяндуу заттар абага чыгып, радиациялык нурланууга алып келээрин, бул ТЭЦти көп миллиондук чыгымга тушуктураарын айтып чыкты. Анткени, андан кийин жагылган көмүр дагы радиоактивдүүлүккө учурайт экен. “Мындай болбошу үчүн ТЭЦтин жабдууларын толугу менен алмаштыруу зарыл,”– дейт ал. Эске салсак, эксперттердин корутундусуна ылайык, отун коопсуздуктун 3-даражасына туура келгендиктен, бул радиациянын тийешелүү деңгээлинен 15ке көп экендигин түшүндүрөт. Демек, көмүр иши менен аралашкандарды тез аранын ичинде медициналык кароодон өткөрүү зарыл. Радиоактивдүү нурларга кабылуу илдети – билинбей эле өлүмгө алып келет. Ал эми бизде абал кандай? Өз алдынча көмүр казган адамдарды бизде «апачи» деп аташат. Мындай ат Советтер Союзунан калган. Көмүр шахталары мыйзамдуу иштеп турган доордо көмүрлөрдүн калдыктарын терип, адамдар от жагып жылынышкан. СССР тарап, кенчилер жумушсуз калган мезгилде өз алдынча көмүр казып, сатууга өтүшкөн. Кыргызстандын ар кыл аймактарында бул кесип менен шугулдангандар аз эмес. Алмалык, Таш-Көмүр, Сүлүктү, Кызыл-Кыя, Көк-Жаңгак, Кара-Кече жана башка көмүр кендеринде жергиликтүү тургундар таштуу адырлардын боорлорун 60-80 метрге чейинки тереңдикте 3төн 5 айга чейин күн-түн дебей казып чыгышат. Ал эми шахтага түшкөндө башына гана жарык берүүчү шаймандарын тагып алышпаса, газдан жана чаңдан коргоочу кийимдердин бирин да кийишпейт. Ошондуктан, көмүрдү казууда кырсыкка кабылып, өлүм менен аяктаган учурлар көп кездешет. Бирок, ушунун арты менен тирилик кылып, үй-бүлөлөрүн багышкандыктан, тобокелдик кылышат. Мисалы, Кызыл-Кыя шаарындагы көмүр кендеринин ичи 90-жылдардын башында кадимки шаарга айланган. Кино салон, ашкана, самсакана, чайкана, арак саткан дүкөндөр, жада калса сойку кыздардын да уюгу пайда болгон экен. Жумушсуздуктун айынын жаш-карысына, кесибине, билимине карабай ким кааласа, ошол иштей берген. Ошентип, апачилер оюкту казып, ал жерден 45-50 килограммдык капты жондоруна көтөрүп жөрмөлөп чыгышат. Сыртка чыгаргандан кийин аны сатуу да өзүнчө иш.Өз кезегинде мыйзамдаштырылып, менчиктешип кеткен ишканалардын шахталарында деле коопсуздук чаралары сакталбайт. Айталы, 400 миллион тоннага чейин көмүр жашырылган Кара-Кече кенинде бир нече менчик ишканалар көмүр казып, сатуу менен шугулданат. Алардын арасында ""Шарбон"", “Бешсары"", ""Ак Жол көмүр"" ""Демилге плюс"" ""Акулак"" ишканалары бар. Мисалы, Кара-Кечедеги «Шарбон» жабык акционердик коомунун 36%ы «Мээрим» фондуна, 31%ы Максим Бакиевдин кайын журту Кененбаевдерге, калганы «Шарбондун» башкы директору Кумар Изабаевге жана директорлор кеңешинин төрагасы Тилек Сабыровго таандык экен. Көмүр кендеринен эң оор 40 тонна жүк көтөргөн кытайлык ""Хобо"" деген унаалардан баштап, арткы орундуктары алынып, жүк ташыгычка айланган ""Москвичке"" чейин кезиктирүүгө болот. Алар тизилген унааларды аралап өтүп, эптеп тоо боорундагы көмүр кендин учуна эле жетсе болду, жарым тоннанын ары-бери жагындагы кесек көмүрдү салып алып, артына кылчайбай, зуулдап жөнөйт. Кеп соңунда Көмүр башка кубат берүүчүлөрдөн айырмаланып, энергиянын эң арзан булагы болуп саналат. Маселен, анын наркы энергиянын бирдигинин эсебинде жаратылыш газынын наркынын үчтөн бир бөлүгүн гана түзөт. Жаңы технологияларга ылайык, көмүрдүн мунай импортун сүрүп чыгуу мүмкүнчүлүгү бар. Аны синтетикалык бензинге, дизель же көмүртек отуну катары иштеп чыкса болот. Көмүрдү колдонуу масштабын кеңейтүү жана жаңы жылуулук станцияларын куруу учурдагы дүйнөлүк тенденция. Адистердин пикиринде, Кыргызстанда көмүрдү өндүрүү рентабелдүү деп эсептелинбейт. Кирешеси аз, чыгымы көп болгондуктан, чет элдик инвесторлорду тартып, жогорку технологияларды пайдаланмайынча мындай долбоорду ишке ашыруу кыйын. Ошентсе да, жакында Улуу Британиянын, Ирландиянын, Кытайдын компаниялары Кыргызстандын көмүр кендерине кызыгууларын билдире баштагандыгын жаратылыш ресурстар министрлиги жарыя кылды. Геологиялык чалгындоолор боюнча, көмүрдүн запасы Кыргызстандын калкынын жан башына – 4,9 тоннадан тийет, ал эми Кытайда бул көрсөткүч – болгону 4,5 миң тонна. Кытай ошентсе да, бүгүнкү күндө көмүрдүн эсебинен калктын энергияга муктаждыгынын 75 пайызын камсыз кылат. Ал эми биз борбордук ТЭЦке өзүбүздүн көмүрдү жеткире албай, колдо бар кара алтындын баркын билбей, өзгөлөрдүн ууланган көмүрүнө көз каранды болуп жүрөбүз.",positive,0,0,0,2014-09-20,,2014-09-20,,,countrywide,Kyrgyz,,incident,fall,,,газета - maidan.kg
https://www.facebook.com/watch/?v=382258189782854&rdid=VRDoMtLQf7P8anYZe,"Көмүр  деп кыйылган өмүр Кара-Кечеде көмүр ташыган ""КамАЗ"" кырсыкка учурап, бир киши каза болду. Айдоочулар буга жаңы салынган жолдо коопсуздук чаралары каралбаганы себеп болду дешет.",positive,290,56,45,2015-03-03,Карапайым  эл кана кунолуу кылып келишет. Жолдун акыбалы начар болону учун дтп болуп жаттканы. комурго каттаган эл кубоо болуп жаттышат го.Акча кайда кеттип жаттканы окундурот кумга синип кеткендей эле.,2015-03-03,0.0,text,Naryn,Kyrgyz,Kyrgyz,electric power,fall,negative,medium,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/UTRKkg/posts/1160925867319250?rdid=1natU8tjNKsSWg0i#b,Каракол! шаарындагы аз камсыз жана биринчи группадагы майып адамдардын үй-бүлөлөрүнө акысыз көмүр таратылууда.,negative,13,3,0,2013-02-09,,2013-02-09,,,Ysyk Kol,Kyrgyz,,government visit,fall,,,УТРК
https://www.facebook.com/permalink.php?story_fbid=pfbid0tAFB3MmUjm2hLTjj68xZrSMBuUTvYcLd16FhMNywNRL97URDp1KzBVngsA18cW2Ql&id=100042043188430&rdid=ZCLotYhk1ZDsoEvS#d,"НАРЫНДА, КАЛККА 3000-3500 СОМДОН КӨМҮР ЖЕТКИРҮҮ ЖӨРӨЛГӨСҮ БАШТАЛДЫ Ат-Башы районунун Ак-Муз айылында калкка арзан баада көмүр жеткирүү максатында жакшы жөрөлгө башталды. Тактап айтканда, аталган айыл аймагындагы “Ак-Муз өнүгүү” муниципалдык ишканасынын автоунаалары менен Кара-Кечеден көмүр тартылып келинип, 3000-3500 сомдон сатылып жатат. Мындан сырткары Ак-Муз айылынын тургуну, жеке ишкер Нурбек Турсунбаев дагы менчик автоунаасы менен көмүр тартып келип, калкты 3500 сомдук баадагы көмүр менен камсыз кылууда. “Ак-Муз өнүгүү” муниципалдык ишканасынын жетекчиси Бакыт Алияскаровдун айтымында, көмүрдүн 1 тоннасынын баасы 4000-4500 сомго чыгып кеткени карапайым калктын чөнтөгүнө оорчулук келтирүүдө. Ошондуктан калкты арзаныраак баада камсыздап берүү максаты менен 3 жолу Кара-Кечеге кирип көмүр тартып чыгышкан. Бул иштерди улантуу жана башка аймактарга жайылтуу максатында коомчулукка чакырык жасап жатышат. Элдин бүгүнкү көйгөйүн туура түшүнүп, патриоттук сезим менен жардам берип жаткан мекенчил уулдарга облус жетекчиси Сабыркул Ашимбаев терең ыраазычылык билдирет. Бул демилгени башка райондор жана айыл аймактарындагы муниципалдык ишканалар жана жеке ишкерлер да колдойт деген ишеничтебиз. Бүгүн, Кочкор районунун 40 автоунаасы Кара-Кечеге киргизилди. Буюрса алар жүктөп чыкса Кочкор районунда 3100 сомдон көмүр сатылат. КР Президентинин Нарын облусундагы ыйгарым укуктуу өкүлүнүн басма сөз кызматы.",positive,91,60,19,2013-04-21,Молодец  Озгорушто 5000с болтат,2013-04-21,4.0,text,Naryn,Kyrgyz,Kyrgyz,"scarcity, high price",fall,positive,high,Президенттин Нарындагы Өкүлчүлүгү
https://www.facebook.com/permalink.php?story_fbid=pfbid0fkSXYLfp1nkiZzfqR2KPqz1JtpWxDVABRV6RPDfGW8fjMzLGsLDMGSNzwgrkzcybl&id=1295014787248980&rdid=Ugwq7UU4mjcOoWZ8#d,"“АС-САЛАМ”. ФОНДУ ТАРАБЫНАН ТАШ КӨМҮР БЕРИЛДИ Жакында Катар мамлекетинин “Ас-Салам” кайрымдуулук фондунун каржылоосу менен Балыкчы шаардык социалдык өнүгүү башкармалыгында шаарда жашаган аз камсыз болгон кырк беш үй бүлөгө бир тоннадан көмүр таратылды. “Тазалык” ишканасы көмүрдү Кара-Кечеден алып келүү жагын тейлешкен. Вице-мэр Б.Алгожоева аз камсыз болгон үй бүлөлөр менен жолугушуп, араб элинин кайрымдуулук фондуна аз камсыз болгон үй бүлөлөрдүн жана өзүнүн атынан ыраазычылгын билдирди.",positive,7,1,0,2012-07-30,,2012-07-30,,,Ysyk Kol,Kyrgyz,,"low price, elections",winter,,,Балыкчы Пресс
https://www.facebook.com/kyrgyztoday/posts/202670733181215?rdid=uGA9n2VxQ9VYtfl9#c,Депутаттар  Аскар Шадиев кызматына кайтып келиши керек деп эсептешет Жогорку Кенештин жыйынында бугун Казакстандын Кулан кенинен ташылып келингн у ,negative,3,0,0,2012-12-07,,2012-12-07,,,countrywide,Kyrgyz,,government visit,spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kabarlar/posts/577048039048285?rdid=DHxZ9h0gOM05v6Ku#c,Бугун. Кара-Кече кемур кенинде митинг болот,negative,0,0,0,2020-08-28,,2020-08-28,,,Naryn,Kyrgyz,,incident,winter,,,Asman Media
